,instrument_name,industry_name,sector_name,name,type,description,data_vendor,website_vendor
0,Macro-economic Indicator,industry,sector,FRED/GDPPOT,datasets,Real Potential Gross Domestic Product,Quandl,https://www.quandl.com/
1,Fixed Income Index,industry,sector,ML/EMCBI,datasets,Emerging Markets Corporate Bond Index OAS,Quandl,https://www.quandl.com/
2,Fixed Income Index,industry,sector,ML/EMCTRI,datasets,Emerging Markets Corporate Bond Total Return Index,Quandl,https://www.quandl.com/
3,Fixed Income Index,industry,sector,ML/EMHGY,datasets,Emerging Markets High Grade Corporate Bond Index Yield,Quandl,https://www.quandl.com/
4,Fixed Income Index,industry,sector,ML/EMHYY,datasets,Emerging Markets High Yield Corporate Bond Index Yield,Quandl,https://www.quandl.com/
5,Fixed Income Index,industry,sector,ML/EEMCBI,datasets,Euro Emerging Markets Corporate Bond Index (Yield),Quandl,https://www.quandl.com/
6,Fixed Income Index,industry,sector,ML/EMHG,datasets,Europe/Middle East/Africa (EMEA) Corporate Bond Total Return Index,Quandl,https://www.quandl.com/
7,Fixed Income Index,industry,sector,ML/IGEM,datasets,IG Emerging Markets Corporate Bond Total Return Index,Quandl,https://www.quandl.com/
8,Fixed Income Index,industry,sector,ML/USEY,datasets,US Corporate Bond Index Yield,Quandl,https://www.quandl.com/
9,Fixed Income Index,industry,sector,ML/TRI,datasets,US Corporate Bonds Total Return Index,Quandl,https://www.quandl.com/
10,Fixed Income Index,industry,sector,ML/USTRI,datasets,US High Yield Corporate Bond Index (Yield),Quandl,https://www.quandl.com/
11,Fixed Income Index,industry,sector,ML/HYOAS,datasets,US High Yield Corporate Bond Index OAS,Quandl,https://www.quandl.com/
12,Interest Rates,industry,sector,USTREASURY/YIELD,datasets,Treasury Yield Curve Rates,Quandl,https://www.quandl.com/
13,Interest Rates,industry,sector,USTREASURY/BILLRATES,datasets,Treasury Bill Rates,Quandl,https://www.quandl.com/
14,Interest Rates,industry,sector,USTREASURY/REALYIELD,datasets,Treasury Real Yield Curve Rates,Quandl,https://www.quandl.com/
15,Interest Rates,industry,sector,USTREASURY/REALLONGTERM,datasets,Treasury Real Long-Term Rates,Quandl,https://www.quandl.com/
16,Interest Rates,industry,sector,USTREASURY/MKTDM,datasets,Marketable Debt Maturing in Next 12 to 36 Months,Quandl,https://www.quandl.com/
17,Interest Rates,industry,sector,USTREASURY/TMBOR,datasets,Treasury Net Marketable Borrowing,Quandl,https://www.quandl.com/
18,Interest Rates,industry,sector,USTREASURY/BRDNM,datasets,Breakdown of Marketable Issuance,Quandl,https://www.quandl.com/
19,Interest Rates,industry,sector,USTREASURY/BRDNM,datasets,Treasury Net Nonmarketable Borrowing,Quandl,https://www.quandl.com/
20,Interest Rates,industry,sector,USTREASURY/AVMAT,datasets,Average Maturity of Total Outstanding Treasury Marketable Securities,Quandl,https://www.quandl.com/
21,Interest Rates,industry,sector,USTREASURY/LONGTERMRATES,datasets,Treasury Long Term Rates,Quandl,https://www.quandl.com/
22,Interest Rates,industry,sector,USTREASURY/HQMYC,datasets,High Quality Market Corporate Bond Yield Curve Spot Rates,Quandl,https://www.quandl.com/
23,Interest Rates,industry,sector,USTREASURY/MATDIS,datasets,Maturity Distribution and Average Length of Marketable Interest-Bearing Public Debt,Quandl,https://www.quandl.com/
24,ETF,industry,sector,VEA,time_series,Developed Markets,Yahoo_Finance,https://finance.yahoo.com/
25,ETF,industry,sector,EMB,time_series,Emerging Markets Bonds,Yahoo_Finance,https://finance.yahoo.com/
26,ETF,industry,sector,VWO,time_series,Emerging Markets,Yahoo_Finance,https://finance.yahoo.com/
27,ETF,industry,sector,VTIP,time_series,Inflation-Protected Bonds,Yahoo_Finance,https://finance.yahoo.com/
28,ETF,industry,sector,BNDX,time_series,International Bonds,Yahoo_Finance,https://finance.yahoo.com/
29,ETF,industry,sector,MUB,time_series,Municipal Bonds,Yahoo_Finance,https://finance.yahoo.com/
30,ETF,industry,sector,LQD,time_series,US Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
31,ETF,industry,sector,VTV,time_series,US Large-Cap Value,Yahoo_Finance,https://finance.yahoo.com/
32,ETF,industry,sector,VOE,time_series,US Mid-Cap Value,Yahoo_Finance,https://finance.yahoo.com/
33,ETF,industry,sector,VBR,time_series,US Small-Cap Value,Yahoo_Finance,https://finance.yahoo.com/
34,ETF,industry,sector,VTI,time_series,US Total Stock Market,Yahoo_Finance,https://finance.yahoo.com/
35,ETF,industry,sector,SCZ,time_series,Developed Markets Small-Cap Stocks,Yahoo_Finance,https://finance.yahoo.com/
36,ETF,industry,sector,GSIE,time_series,Developed Markets,Yahoo_Finance,https://finance.yahoo.com/
37,ETF,industry,sector,LEMB,time_series,Emerging Markets Bonds Local Currency,Yahoo_Finance,https://finance.yahoo.com/
38,ETF,industry,sector,EMB,time_series,Emerging Markets Bonds,Yahoo_Finance,https://finance.yahoo.com/
39,ETF,industry,sector,GEM,time_series,Emerging Markets,Yahoo_Finance,https://finance.yahoo.com/
40,ETF,industry,sector,TIP,time_series,Inflation-Protected Bonds,Yahoo_Finance,https://finance.yahoo.com/
41,ETF,industry,sector,MUB,time_series,Municipal Bonds,Yahoo_Finance,https://finance.yahoo.com/
42,ETF,industry,sector,GBIL,time_series,Short-Term Treasuries,Yahoo_Finance,https://finance.yahoo.com/
43,ETF,industry,sector,GIGB,time_series,US Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
44,ETF,industry,sector,GHYB,time_series,US High Yield Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
45,ETF,industry,sector,VCLT,time_series,US High-Quality High Duration Bonds,Yahoo_Finance,https://finance.yahoo.com/
46,ETF,industry,sector,GSLC,time_series,US Large-Cap,Yahoo_Finance,https://finance.yahoo.com/
47,ETF,industry,sector,GSSC,time_series,US Small-Cap Stocks,Yahoo_Finance,https://finance.yahoo.com/
48,ETF,industry,sector,IEI,time_series,Intermediate-Term Treasuries,Yahoo_Finance,https://finance.yahoo.com/
49,ETF,industry,sector,SHY,time_series,Short-Term Treasuries,Yahoo_Finance,https://finance.yahoo.com/
50,ETF,industry,sector,FLOT,time_series,US Floating Rate Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
51,ETF,industry,sector,CIU,time_series,US Intermediate Term Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
52,ETF,industry,sector,MBB,time_series,US Mortgage Backed Bonds,Yahoo_Finance,https://finance.yahoo.com/
53,ETF,industry,sector,CSJ,time_series,US Short Term Corporate Bonds,Yahoo_Finance,https://finance.yahoo.com/
54,ETF,industry,sector,BIL,time_series,SPDR Barclays 1-3 Month T-Bill ETF,Yahoo_Finance,https://finance.yahoo.com/
55,ETF,industry,sector,VNQ,time_series,Vanguard Real Estate Index Fund,Yahoo_Finance,https://finance.yahoo.com/
56,ETF,industry,sector,HYG,time_series,iShares iBoxx $ High Yield Corporate Bond ETF,Yahoo_Finance,https://finance.yahoo.com/
57,ETF,industry,sector,IWM,time_series,iShares Russell 2000 ETF,Yahoo_Finance,https://finance.yahoo.com/
58,ETF,industry,sector,SPY,time_series,SPDR S&P 500 ETF,Yahoo_Finance,https://finance.yahoo.com/
59,ETF,industry,sector,DJCI,time_series,E-TRACS DJ-UBS Commodity Index,Yahoo_Finance,https://finance.yahoo.com/
60,ETF,industry,sector,IAU,time_series,iShares Gold Trust,Yahoo_Finance,https://finance.yahoo.com/
61,ETF,industry,sector,VGLT,time_series,Vanguard Long-Term Treasury ETF,Yahoo_Finance,https://finance.yahoo.com/
62,ETF,industry,sector,VGIT,time_series,Vanguard Intermediate-Term Treasury ETF,Yahoo_Finance,https://finance.yahoo.com/
63,ETF,industry,sector,IBND,time_series,SPDR Barclays Capital International Corporate Bond ETF,Yahoo_Finance,https://finance.yahoo.com/
0,Equities,industry,Information Technology,AAPL,datasets,"Apple Inc (AAPL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
1,Equities,industry,Health Care,ABC,datasets,"AmerisourceBergen Corp. (ABC) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
2,Equities,industry,Health Care,ABBV,datasets,"AbbVie Inc. (ABBV) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
3,Equities,industry,Health Care,AGN,datasets,"Allergan Inc. (AGN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
4,Equities,industry,Information Technology,ADP,datasets,"Automatic Data Processing Inc. (ADP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
5,Equities,industry,Information Technology,ADSK,datasets,"Autodesk Inc. (ADSK) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
6,Equities,industry,Health Care,ABT,datasets,"Abbott Laboratories (ABT) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
7,Equities,industry,Utilities,AEE,datasets,"Ameren Corp. (AEE) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
8,Equities,industry,Information Technology,ACN,datasets,"Accenture plc (ACN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
9,Equities,industry,Utilities,AEP,datasets,"American Electric Power Company (AEP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
10,Equities,industry,Information Technology,ADBE,datasets,"Adobe Systems Incorporated (ADBE) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
11,Equities,industry,Health Care,AET,datasets,"Aetna Inc. (AET) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
12,Equities,industry,Information Technology,ADI,datasets,"Analog Devices Inc. (ADI) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
13,Equities,industry,Consumer Staples,ADM,datasets,"Archer Daniels Midland Co. (ADM) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
14,Equities,industry,Information Technology,ADS,datasets,"Alliance Data Systems Corp. (ADS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
15,Equities,industry,Real Estate,AIV,datasets,"Apartment Investment & Management Co. (AIV) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
16,Equities,industry,Financials,ALL,datasets,"Allstate Corp. (ALL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
17,Equities,industry,Utilities,AES,datasets,"AES Corp. (AES) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
18,Equities,industry,Health Care,ALXN,datasets,"Alexion Pharmaceuticals Inc. (ALXN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
19,Equities,industry,Financials,AFL,datasets,"American Family Life Assurance Co. of Columbus (AFL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
20,Equities,industry,Information Technology,AMAT,datasets,"Applied Materials Inc. (AMAT) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
21,Equities,industry,Financials,AIG,datasets,"American International Group Inc (AIG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
22,Equities,industry,Health Care,AMGN,datasets,"Amgen Inc (AMGN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
23,Equities,industry,Financials,AIZ,datasets,"Assurant Inc. (AIZ) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
24,Equities,industry,Real Estate,AMT,datasets,"American Tower Corp (New) (AMT) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
25,Equities,industry,Information Technology,AKAM,datasets,"Akamai Technologies Inc. (AKAM) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
26,Equities,industry,Industrials,ALLE,datasets,"Allegion Plc (ALLE) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
27,Equities,industry,Industrials,AME,datasets,"AMETEK Inc. (AME) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
28,Equities,industry,Financials,AMP,datasets,"Ameriprise Financial Inc (AMP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
29,Equities,industry,Consumer Discretionary,AMZN,datasets,"Amazon.com Inc. (AMZN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
30,Equities,industry,Health Care,A,datasets,"Agilent Technologies Inc. (A) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
31,Equities,industry,Financials,AON,datasets,"Aon Plc (AON) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
32,Equities,industry,Materials,APD,datasets,"Air Products & Chemicals Inc. (APD) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
33,Equities,industry,Information Technology,APH,datasets,"Amphenol Corp. (APH) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
34,Equities,industry,Real Estate,AVB,datasets,"Avalonbay Communities Inc. (AVB) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
35,Equities,industry,Energy,APA,datasets,"Apache Corp. (APA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
36,Equities,industry,Energy,APC,datasets,"Anadarko Petroleum Corp (APC) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
37,Equities,industry,Financials,AXP,datasets,"American Express Co. (AXP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
38,Equities,industry,Consumer Discretionary,AZO,datasets,"AutoZone Inc. (AZO) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
39,Equities,industry,Industrials,BA,datasets,"The Boeing Co. (BA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
40,Equities,industry,Financials,BAC,datasets,"Bank of America Corp. (BAC) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
41,Equities,industry,Materials,AVY,datasets,"Avery Dennison Corp. (AVY) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
42,Equities,industry,Financials,BEN,datasets,"Franklin Resources Inc. (BEN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
43,Equities,industry,Health Care,BAX,datasets,"Baxter International Inc. (BAX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
44,Equities,industry,Financials,BBT,datasets,"BB&T Corp. (BBT) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
45,Equities,industry,Health Care,BIIB,datasets,"Biogen Inc (BIIB) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
46,Equities,industry,Consumer Discretionary,BBY,datasets,"Best Buy Inc (BBY) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
47,Equities,industry,Materials,BLL,datasets,"Ball Corp (BLL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
48,Equities,industry,Health Care,BDX,datasets,"Becton Dickinson & Co. (BDX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
49,Equities,industry,Health Care,BSX,datasets,"Boston Scientific Corp. (BSX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
50,Equities,industry,Financials,BK,datasets,"Bank of New York Mellon Corp (BK) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
51,Equities,industry,Consumer Discretionary,BWA,datasets,"BorgWarner Inc. (BWA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
52,Equities,industry,Financials,BLK,datasets,"BlackRock Inc. (BLK) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
53,Equities,industry,Real Estate,BXP,datasets,"Boston Properties Inc. (BXP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
54,Equities,industry,Information Technology,CA,datasets,"CA Technologies (CA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
55,Equities,industry,Health Care,BMY,datasets,"Bristol-Myers Squibb Co. (BMY) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
56,Equities,industry,Industrials,CAT,datasets,"Caterpillar Inc. (CAT) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
57,Equities,industry,Consumer Discretionary,CBS,datasets,"CBS Corp (CBS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
58,Equities,industry,Financials,C,datasets,"Citigroup Inc (C) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
59,Equities,industry,Real Estate,CCI,datasets,"Crown Castle International Corp (New) (CCI) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
60,Equities,industry,Consumer Staples,CAG,datasets,"ConAgra Foods Inc. (CAG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
61,Equities,industry,Health Care,CAH,datasets,"Cardinal Health Inc. (CAH) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
62,Equities,industry,Health Care,CERN,datasets,"Cerner Corporation (CERN) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
63,Equities,industry,Financials,CB,datasets,"Chubb Corp (CB) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
64,Equities,industry,Health Care,CI,datasets,"Cigna Corp (CI) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
65,Equities,industry,Financials,CINF,datasets,"Cincinnati Financial Corp. (CINF) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
66,Equities,industry,Health Care,CELG,datasets,"Celgene Corp. (CELG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
67,Equities,industry,Consumer Staples,CL,datasets,"Colgate-Palmolive Co. (CL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
68,Equities,industry,Materials,CF,datasets,"CF Industries Holdings Inc (CF) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
69,Equities,industry,Consumer Discretionary,CMCSA,datasets,"Comcast Corp (CMCSA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
70,Equities,industry,Financials,CME,datasets,"CME Group Inc (CME) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
71,Equities,industry,Industrials,CHRW,datasets,"Robinson (C.H.) Worldwide Inc. (CHRW) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
72,Equities,industry,Consumer Discretionary,CMG,datasets,"Chipotle Mexican Grill (CMG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
73,Equities,industry,Utilities,CMS,datasets,"CMS Energy Corp (CMS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
74,Equities,industry,Consumer Staples,CLX,datasets,"Clorox Co. (CLX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
75,Equities,industry,Financials,COF,datasets,"Capital One Financial Corp (COF) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
76,Equities,industry,Financials,CMA,datasets,"Comerica Inc. (CMA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
77,Equities,industry,Industrials,COL,datasets,"Rockwell Collins Inc. (COL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
78,Equities,industry,Industrials,CMI,datasets,"Cummins Inc. (CMI) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
79,Equities,industry,Consumer Staples,COST,datasets,"Costco Wholesale Corp (COST) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
80,Equities,industry,Utilities,CNP,datasets,"CenterPoint Energy Inc (CNP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
81,Equities,industry,Energy,COG,datasets,"Cabot Oil & Gas Corp. (COG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
82,Equities,industry,Industrials,CSX,datasets,"CSX Corp (CSX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
83,Equities,industry,Energy,COP,datasets,"ConocoPhillips (COP) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
84,Equities,industry,Telecommunication Services,CTL,datasets,"CenturyLink Inc. (CTL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
85,Equities,industry,Consumer Staples,CPB,datasets,"Campbell Soup Co. (CPB) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
86,Equities,industry,Information Technology,CTXS,datasets,"Citrix Systems Inc. (CTXS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
87,Equities,industry,Information Technology,CRM,datasets,"Salesforce.com Inc. (CRM) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
88,Equities,industry,Consumer Staples,CVS,datasets,"CVS Health Corp (CVS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
89,Equities,industry,Information Technology,CSCO,datasets,"Cisco Systems Inc. (CSCO) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
90,Equities,industry,Utilities,D,datasets,"Dominion Resources Inc (D) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
91,Equities,industry,Industrials,CTAS,datasets,"Cintas Corp. (CTAS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
92,Equities,industry,Information Technology,CTSH,datasets,"Cognizant Technology Solutions Corp. (CTSH) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
93,Equities,industry,Health Care,DGX,datasets,"Quest Diagnostics Inc. (DGX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
94,Equities,industry,Energy,CVX,datasets,"Chevron Corporation (CVX) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
95,Equities,industry,Health Care,DHR,datasets,"Danaher Corp. (DHR) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
96,Equities,industry,Industrials,DAL,datasets,"Delta Air Lines Inc. (DE) (DAL) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
97,Equities,industry,Consumer Discretionary,DIS,datasets,"Disney (Walt) Co. (The) (DIS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
98,Equities,industry,Industrials,DE,datasets,"Deere & Co. (DE) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
99,Equities,industry,Financials,DFS,datasets,"Discover Financial Services (DFS) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
100,Equities,industry,Consumer Discretionary,DG,datasets,"Dollar General Corp (DG) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
101,Equities,industry,Consumer Discretionary,DHI,datasets,"Horton (D.R.) Inc. (DHI) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
102,Equities,industry,Consumer Discretionary,DISCA,datasets,"Discovery Communications Inc. (DISCA) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
103,Equities,industry,Utilities,DTE,datasets,"DTE Energy Co. (DTE) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
104,Equities,industry,Consumer Discretionary,DLTR,datasets,"Dollar Tree Inc. (DLTR) Prices, Dividends, Splits and Trading Volume",Yahoo_Finance,https://finance.yahoo.com/
