,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,expiration,type
6,SBUX180810P00047000,2018-07-05 3:22PM EDT,47.0,0.91,0.89,1.0,0.05,+5.81%,18,35,27.74%,2018-08-10,put
7,SBUX180810P00047500,2018-07-05 3:22PM EDT,47.5,1.1,1.06,1.18,0.05,+4.76%,6,65,27.49%,2018-08-10,put
8,SBUX180810P00048000,2018-07-05 3:55PM EDT,48.0,1.33,1.31,1.39,0.22,+19.82%,8,14,27.34%,2018-08-10,put
9,SBUX180810P00049000,2018-07-05 3:16PM EDT,49.0,1.83,1.78,1.94,0.16,+9.58%,13,34,28.05%,2018-08-10,put
10,SBUX180810P00050000,2018-07-05 3:16PM EDT,50.0,2.42,2.38,2.61,0.19,+8.52%,12,5,29.27%,2018-08-10,put
11,SBUX180810P00051000,2018-07-05 2:04PM EDT,51.0,3.1,3.1,3.35,0.19,+6.53%,7,33,30.42%,2018-08-10,put
12,SBUX180810P00052000,2018-07-05 11:15AM EDT,52.0,4.09,3.75,4.1,0.48,+13.30%,2,22,30.62%,2018-08-10,put
13,SBUX180810P00052500,2018-07-05 2:08PM EDT,52.5,4.37,4.05,4.7,0.34,+8.44%,12,25,34.89%,2018-08-10,put
14,SBUX180810P00054000,2018-06-29 11:48PM EDT,54.0,6.5,3.1,7.65,0.0,-,6,6,68.41%,2018-08-10,put
15,SBUX180810P00055000,2018-07-05 10:58AM EDT,55.0,6.84,6.6,6.9,0.54,+8.57%,12,20,38.28%,2018-08-10,put
16,SBUX180810P00056000,2018-07-05 6:35PM EDT,56.0,7.47,7.3,8.0,0.0,-,1,0,44.34%,2018-08-10,put
17,SBUX180810P00057000,2018-06-29 11:48PM EDT,57.0,8.4,6.2,10.2,0.0,-,5,0,73.46%,2018-08-10,put
0,SBUX180817P00035000,2018-07-03 11:36AM EDT,35.0,0.03,0.0,0.05,0.0,-,3,71,46.29%,2018-08-17,put
1,SBUX180817P00040000,2018-07-05 12:01PM EDT,40.0,0.1,0.08,0.11,-0.01,-9.09%,2,271,34.18%,2018-08-17,put
2,SBUX180817P00041000,2018-07-05 2:09PM EDT,41.0,0.13,0.12,0.14,-0.01,-7.14%,2,58,32.23%,2018-08-17,put
3,SBUX180817P00042000,2018-07-05 3:49PM EDT,42.0,0.18,0.17,0.19,0.01,+5.88%,32,88,30.76%,2018-08-17,put
4,SBUX180817P00043000,2018-07-05 3:10PM EDT,43.0,0.25,0.24,0.26,0.01,+4.17%,22,73,29.40%,2018-08-17,put
5,SBUX180817P00044000,2018-07-05 1:13PM EDT,44.0,0.33,0.35,0.36,-0.03,-8.33%,88,584,28.08%,2018-08-17,put
6,SBUX180817P00045000,2018-07-05 3:57PM EDT,45.0,0.49,0.49,0.5,-0.01,-2.00%,193,3501,26.88%,2018-08-17,put
7,SBUX180817P00046000,2018-07-05 3:44PM EDT,46.0,0.71,0.71,0.74,0.02,+2.90%,100,121,26.61%,2018-08-17,put
8,SBUX180817P00047000,2018-07-05 3:58PM EDT,47.0,1.02,1.0,1.03,0.02,+2.00%,284,228,25.93%,2018-08-17,put
9,SBUX180817P00048000,2018-07-05 3:54PM EDT,48.0,1.4,1.39,1.43,0.03,+2.19%,256,412,25.68%,2018-08-17,put
10,SBUX180817P00049000,2018-07-05 3:39PM EDT,49.0,1.87,1.88,1.92,0.07,+3.89%,693,349,25.44%,2018-08-17,put
11,SBUX180817P00050000,2018-07-05 3:58PM EDT,50.0,2.48,2.48,2.55,0.07,+2.90%,204,10827,25.93%,2018-08-17,put
12,SBUX180817P00052500,2018-07-05 3:49PM EDT,52.5,4.4,4.25,4.45,0.2,+4.76%,369,3912,27.25%,2018-08-17,put
13,SBUX180817P00055000,2018-07-05 3:29PM EDT,55.0,6.65,6.6,6.85,0.1,+1.53%,85,6075,33.89%,2018-08-17,put
14,SBUX180817P00057500,2018-07-05 11:56AM EDT,57.5,9.25,8.9,9.4,0.75,+8.82%,6,1542,42.92%,2018-08-17,put
15,SBUX180817P00060000,2018-07-05 9:30AM EDT,60.0,11.79,11.15,12.0,0.15,+1.29%,1,211,52.69%,2018-08-17,put
16,SBUX180817P00062500,2018-06-29 1:56PM EDT,62.5,13.9,13.5,14.0,7.74,+125.65%,3,41,40.23%,2018-08-17,put
17,SBUX180817P00065000,2018-07-05 9:30AM EDT,65.0,16.69,16.1,17.0,3.04,+22.27%,1,14,65.58%,2018-08-17,put
0,SBUX180824P00037500,2018-07-05 6:35PM EDT,37.5,0.07,0.0,0.1,0.0,-,3,0,39.45%,2018-08-24,put
1,SBUX180824P00042000,2018-07-05 6:35PM EDT,42.0,0.16,0.07,0.31,0.0,-,10,0,32.62%,2018-08-24,put
2,SBUX180824P00044000,2018-07-05 6:35PM EDT,44.0,0.37,0.29,0.54,0.0,-,1,0,30.18%,2018-08-24,put
3,SBUX180824P00048000,2018-07-05 6:35PM EDT,48.0,1.46,1.25,1.62,0.0,-,4,0,26.51%,2018-08-24,put
4,SBUX180824P00052000,2018-07-05 6:35PM EDT,52.0,3.87,3.75,4.35,0.0,-,1,0,30.20%,2018-08-24,put
5,SBUX180824P00052500,2018-07-05 6:35PM EDT,52.5,4.51,4.25,4.6,0.0,-,14,0,28.00%,2018-08-24,put
6,SBUX180824P00053000,2018-07-05 6:35PM EDT,53.0,4.89,2.97,5.05,0.0,-,10,0,28.96%,2018-08-24,put
7,SBUX180824P00056000,2018-07-05 6:35PM EDT,56.0,7.47,5.7,8.1,0.0,-,2,0,39.84%,2018-08-24,put
0,SBUX180921P00030000,2018-06-25 12:14PM EDT,30.0,0.03,0.0,0.02,0.0,-,5,157,42.97%,2018-09-21,put
1,SBUX180921P00035000,2018-06-22 9:41AM EDT,35.0,0.05,0.03,0.09,0.01,+25.00%,6,359,38.09%,2018-09-21,put
2,SBUX180921P00038000,2018-07-05 6:35PM EDT,38.0,0.11,0.08,0.12,0.0,-,1,1,31.45%,2018-09-21,put
3,SBUX180921P00040000,2018-07-03 9:39AM EDT,40.0,0.18,0.16,0.21,-0.02,-10.00%,13,855,29.44%,2018-09-21,put
4,SBUX180921P00041000,2018-07-05 10:49AM EDT,41.0,0.24,0.22,0.25,-0.01,-4.00%,10,2,27.69%,2018-09-21,put
5,SBUX180921P00042000,2018-07-05 10:09AM EDT,42.0,0.33,0.29,0.33,-0.02,-5.71%,1,10,26.71%,2018-09-21,put
6,SBUX180921P00043000,2018-07-05 2:58PM EDT,43.0,0.41,0.37,0.43,0.0,-,6,10,25.64%,2018-09-21,put
7,SBUX180921P00044000,2018-07-05 2:58PM EDT,44.0,0.56,0.55,0.58,0.03,+5.66%,3,9,24.95%,2018-09-21,put
8,SBUX180921P00045000,2018-07-03 12:52PM EDT,45.0,0.75,0.71,0.81,0.02,+2.74%,124,7573,24.78%,2018-09-21,put
9,SBUX180921P00046000,2018-07-05 11:42AM EDT,46.0,1.01,0.99,1.03,0.12,+13.48%,57,37,23.71%,2018-09-21,put
10,SBUX180921P00047000,2018-07-05 3:51PM EDT,47.0,1.31,1.31,1.37,0.05,+3.97%,237,2003,23.41%,2018-09-21,put
11,SBUX180921P00048000,2018-07-05 3:51PM EDT,48.0,1.71,1.71,1.78,0.05,+3.01%,283,210,23.12%,2018-09-21,put
12,SBUX180921P00049000,2018-07-05 3:54PM EDT,49.0,2.22,2.2,2.26,0.05,+2.30%,97,238,22.75%,2018-09-21,put
13,SBUX180921P00050000,2018-07-03 12:52PM EDT,50.0,2.69,2.69,2.82,0.09,+3.46%,125,12323,22.44%,2018-09-21,put
14,SBUX180921P00052500,2018-07-03 10:45AM EDT,52.5,4.25,4.4,4.55,-0.15,-3.41%,6,6810,21.80%,2018-09-21,put
15,SBUX180921P00055000,2018-07-03 12:50PM EDT,55.0,6.55,6.55,6.95,-0.18,-2.67%,29,6690,27.05%,2018-09-21,put
16,SBUX180921P00057500,2018-07-03 12:50PM EDT,57.5,8.9,8.8,9.3,0.15,+1.71%,1,1598,30.03%,2018-09-21,put
17,SBUX180921P00060000,2018-07-03 10:26AM EDT,60.0,10.94,11.1,11.75,-0.45,-3.95%,2,1396,33.94%,2018-09-21,put
18,SBUX180921P00062500,2018-06-27 9:30AM EDT,62.5,12.35,12.35,12.45,1.5,+13.82%,12,892,0.00%,2018-09-21,put
19,SBUX180921P00065000,2018-06-27 9:46AM EDT,65.0,14.8,14.7,15.0,4.18,+39.36%,10,294,0.00%,2018-09-21,put
20,SBUX180921P00067500,2018-06-25 10:02AM EDT,67.5,17.14,16.9,17.7,0.0,-,5,97,0.00%,2018-09-21,put
21,SBUX180921P00070000,2018-05-22 3:42PM EDT,70.0,12.9,11.5,12.65,0.0,-,1,15,0.00%,2018-09-21,put
22,SBUX180921P00072500,2018-03-03 12:45AM EDT,72.5,14.9,14.2,18.75,0.0,-,50,50,0.00%,2018-09-21,put
23,SBUX180921P00075000,2017-06-02 11:47PM EDT,75.0,12.85,18.5,23.25,0.0,-,16,16,0.00%,2018-09-21,put
24,SBUX180921P00085000,2018-02-17 12:45AM EDT,85.0,28.6,27.0,31.1,0.0,-,1,0,0.00%,2018-09-21,put
0,SBUX181019P00035000,2018-07-02 10:06AM EDT,35.0,0.1,0.06,0.1,0.0,-,3,161,33.30%,2018-10-19,put
1,SBUX181019P00039000,2018-06-29 11:48PM EDT,39.0,0.23,0.18,0.24,0.0,-,10,0,28.76%,2018-10-19,put
2,SBUX181019P00040000,2018-07-03 12:54PM EDT,40.0,0.27,0.23,0.28,0.0,-,15,1019,27.20%,2018-10-19,put
3,SBUX181019P00042000,2018-07-02 2:21PM EDT,42.0,0.43,0.4,0.43,0.0,-,1,4,24.90%,2018-10-19,put
4,SBUX181019P00043000,2018-07-05 2:03PM EDT,43.0,0.54,0.52,0.59,-0.01,-1.82%,2,8,24.63%,2018-10-19,put
5,SBUX181019P00044000,2018-07-05 3:50PM EDT,44.0,0.72,0.7,0.73,-0.01,-1.37%,128,4,23.54%,2018-10-19,put
6,SBUX181019P00045000,2018-07-05 10:25AM EDT,45.0,0.98,0.91,0.95,0.07,+7.69%,7,6281,23.00%,2018-10-19,put
7,SBUX181019P00046000,2018-07-05 11:45AM EDT,46.0,1.22,1.16,1.24,0.03,+2.52%,342,365,22.68%,2018-10-19,put
8,SBUX181019P00047000,2018-07-05 3:32PM EDT,47.0,1.54,1.5,1.59,0.04,+2.67%,182,84,22.36%,2018-10-19,put
9,SBUX181019P00048000,2018-07-05 3:33PM EDT,48.0,1.93,1.89,1.99,0.04,+2.12%,122,64,21.90%,2018-10-19,put
10,SBUX181019P00049000,2018-07-05 10:25AM EDT,49.0,2.49,2.38,2.48,0.28,+12.67%,2,89,21.64%,2018-10-19,put
11,SBUX181019P00050000,2018-07-05 9:35AM EDT,50.0,2.93,2.94,3.05,0.01,+0.34%,3,4851,21.51%,2018-10-19,put
12,SBUX181019P00052500,2018-07-05 2:39PM EDT,52.5,4.76,4.65,4.8,0.41,+9.43%,13,3204,21.68%,2018-10-19,put
13,SBUX181019P00055000,2018-07-02 11:14AM EDT,55.0,6.62,5.95,6.9,0.0,-,11,913,22.51%,2018-10-19,put
14,SBUX181019P00057500,2018-07-05 2:50PM EDT,57.5,9.25,8.9,9.65,0.49,+5.59%,41,1674,31.35%,2018-10-19,put
15,SBUX181019P00060000,2018-06-27 9:51AM EDT,60.0,9.9,9.85,10.2,0.1,+1.02%,5,354,0.00%,2018-10-19,put
16,SBUX181019P00062500,2018-07-05 10:50AM EDT,62.5,14.3,13.95,15.95,3.24,+29.29%,25,310,57.96%,2018-10-19,put
17,SBUX181019P00065000,2018-04-11 2:21PM EDT,65.0,6.7,7.2,8.45,0.0,-,29,268,0.00%,2018-10-19,put
18,SBUX181019P00067500,2018-04-13 11:50PM EDT,67.5,8.75,8.75,9.35,0.0,-,23,23,0.00%,2018-10-19,put
19,SBUX181019P00070000,2018-06-05 9:35AM EDT,70.0,14.0,11.75,15.1,0.0,-,5,5,0.00%,2018-10-19,put
0,SBUX190118P00030000,2018-06-27 12:09PM EDT,30.0,0.08,0.08,0.11,0.0,-,112,2314,34.67%,2019-01-18,put
1,SBUX190118P00035000,2018-07-02 12:15PM EDT,35.0,0.26,0.23,0.26,0.0,-,24,227984,29.64%,2019-01-18,put
2,SBUX190118P00037000,2018-07-05 6:35PM EDT,37.0,0.38,0.33,0.38,0.0,-,1,0,28.05%,2019-01-18,put
3,SBUX190118P00038000,2018-07-05 6:35PM EDT,38.0,0.43,0.41,0.46,0.0,-,9,0,27.32%,2019-01-18,put
4,SBUX190118P00039000,2018-07-02 1:45PM EDT,39.0,0.58,0.5,0.56,0.0,-,10,23,26.66%,2019-01-18,put
5,SBUX190118P00040000,2018-07-03 12:49PM EDT,40.0,0.63,0.63,0.69,-0.04,-5.97%,10,233748,26.17%,2019-01-18,put
6,SBUX190118P00041000,2018-07-05 6:35PM EDT,41.0,0.75,0.75,0.81,-0.08,-9.64%,10,20,25.27%,2019-01-18,put
7,SBUX190118P00042000,2018-07-05 1:26PM EDT,42.0,0.92,0.92,0.98,0.02,+2.22%,10,238,24.71%,2019-01-18,put
8,SBUX190118P00043000,2018-07-05 3:50PM EDT,43.0,1.12,1.11,1.18,0.06,+5.66%,17,56,24.15%,2019-01-18,put
9,SBUX190118P00044000,2018-07-03 12:55PM EDT,44.0,1.38,1.35,1.42,0.0,-,634,608,23.67%,2019-01-18,put
10,SBUX190118P00045000,2018-07-03 12:10PM EDT,45.0,1.55,1.62,1.71,-0.15,-8.82%,626,22074,23.29%,2019-01-18,put
11,SBUX190118P00046000,2018-07-05 11:49AM EDT,46.0,1.99,1.96,2.02,0.09,+4.74%,490,6,22.73%,2019-01-18,put
12,SBUX190118P00047000,2018-07-05 12:46PM EDT,47.0,2.33,2.33,2.43,-0.03,-1.27%,4,46,22.61%,2019-01-18,put
13,SBUX190118P00048000,2018-07-05 2:43PM EDT,48.0,2.83,2.77,2.85,0.08,+2.91%,6,46,22.19%,2019-01-18,put
14,SBUX190118P00049000,2018-07-05 2:58PM EDT,49.0,3.35,3.25,3.35,0.17,+5.35%,249,124,22.01%,2019-01-18,put
15,SBUX190118P00050000,2018-07-03 12:59PM EDT,50.0,3.75,3.75,3.95,0.0,-,107,24659,22.17%,2019-01-18,put
16,SBUX190118P00052500,2018-07-02 3:29PM EDT,52.5,5.3,5.3,5.5,0.0,-,16,14166,21.49%,2019-01-18,put
17,SBUX190118P00055000,2018-07-03 12:26PM EDT,55.0,6.95,7.1,7.35,-0.22,-3.07%,22,17981,21.00%,2019-01-18,put
18,SBUX190118P00057500,2018-07-03 12:13PM EDT,57.5,9.1,9.05,9.55,-0.27,-2.88%,19,7715,21.99%,2019-01-18,put
19,SBUX190118P00060000,2018-07-03 11:47AM EDT,60.0,11.2,10.9,11.85,-0.3,-2.61%,46,10345,22.93%,2019-01-18,put
20,SBUX190118P00062500,2018-07-03 11:56AM EDT,62.5,13.65,13.7,14.25,-0.47,-3.33%,18,1169,24.39%,2019-01-18,put
21,SBUX190118P00065000,2018-06-27 9:53AM EDT,65.0,14.9,14.65,15.15,0.65,+4.56%,9,539,0.00%,2019-01-18,put
22,SBUX190118P00067500,2018-06-04 12:44PM EDT,67.5,10.7,9.5,12.85,0.0,-,1,116,0.00%,2019-01-18,put
23,SBUX190118P00070000,2018-07-02 11:02AM EDT,70.0,21.15,20.55,23.15,0.0,-,1,891,49.61%,2019-01-18,put
24,SBUX190118P00072500,2017-08-30 2:30PM EDT,72.5,18.33,17.15,19.5,0.0,-,4,0,0.00%,2019-01-18,put
25,SBUX190118P00075000,2018-03-09 1:21PM EDT,75.0,16.6,16.25,21.0,0.0,-,10,26,0.00%,2019-01-18,put
26,SBUX190118P00080000,2018-04-30 10:22AM EDT,80.0,22.01,20.85,25.0,0.0,-,2,9,0.00%,2019-01-18,put
27,SBUX190118P00085000,2018-02-17 12:45AM EDT,85.0,28.43,26.25,31.0,0.0,-,1,0,0.00%,2019-01-18,put
28,SBUX190118P00090000,2018-06-27 12:46PM EDT,90.0,39.7,38.1,41.45,8.73,+28.19%,25,0,36.33%,2019-01-18,put
0,SBUX190621P00030000,2018-07-05 3:38PM EDT,30.0,0.29,0.25,0.31,0.01,+3.57%,3,125,31.74%,2019-06-21,put
1,SBUX190621P00035000,2018-07-05 1:48PM EDT,35.0,0.61,0.57,0.65,0.01,+1.67%,7,490,28.15%,2019-06-21,put
2,SBUX190621P00040000,2018-07-05 10:49AM EDT,40.0,1.35,1.27,1.36,0.06,+4.65%,5,6349,25.42%,2019-06-21,put
3,SBUX190621P00043000,2018-07-03 11:20AM EDT,43.0,1.95,1.98,2.08,0.0,-,22,50,24.16%,2019-06-21,put
4,SBUX190621P00045000,2018-07-05 1:48PM EDT,45.0,2.65,2.61,2.72,0.12,+4.74%,7,9559,23.44%,2019-06-21,put
5,SBUX190621P00047000,2018-07-05 2:45PM EDT,47.0,3.5,3.35,3.55,0.3,+9.37%,1502,27,23.06%,2019-06-21,put
6,SBUX190621P00050000,2018-07-03 11:20AM EDT,50.0,4.64,4.85,5.0,0.0,-,11,4019,22.16%,2019-06-21,put
7,SBUX190621P00052500,2018-06-29 3:33PM EDT,52.5,6.15,6.2,6.45,-0.21,-3.30%,11,2866,21.39%,2019-06-21,put
8,SBUX190621P00055000,2018-06-29 2:21PM EDT,55.0,8.07,7.9,8.15,-0.3,-3.58%,17,195,20.80%,2019-06-21,put
9,SBUX190621P00057500,2018-07-02 1:50PM EDT,57.5,10.1,9.65,10.35,0.0,-,25,254,22.27%,2019-06-21,put
10,SBUX190621P00060000,2018-07-03 10:42AM EDT,60.0,11.84,9.85,14.35,0.0,-,40,1639,34.55%,2019-06-21,put
11,SBUX190621P00062500,2018-06-20 12:31PM EDT,62.5,11.0,11.8,12.4,0.0,-,1,36,0.00%,2019-06-21,put
12,SBUX190621P00065000,2018-06-28 9:45AM EDT,65.0,16.54,14.05,18.7,0.0,-,12,43,36.24%,2019-06-21,put
13,SBUX190621P00067500,2018-06-22 11:58PM EDT,67.5,15.0,14.15,18.75,0.0,-,11,11,0.00%,2019-06-21,put
0,SBUX200117P00030000,2018-07-03 11:54AM EDT,30.0,0.58,0.45,0.7,-0.07,-10.77%,2,1479,30.69%,2020-01-17,put
1,SBUX200117P00035000,2018-07-02 9:35AM EDT,35.0,1.21,1.11,1.3,0.0,-,2,521,27.93%,2020-01-17,put
2,SBUX200117P00040000,2018-07-03 12:57PM EDT,40.0,2.15,2.09,2.2,-0.1,-4.44%,34,5424,25.07%,2020-01-17,put
3,SBUX200117P00043000,2018-07-05 2:14PM EDT,43.0,3.05,2.93,3.1,0.09,+3.04%,21,29,24.18%,2020-01-17,put
4,SBUX200117P00045000,2018-07-03 12:50PM EDT,45.0,3.65,3.6,3.9,-0.05,-1.35%,55,8104,23.93%,2020-01-17,put
5,SBUX200117P00047000,2018-07-05 11:35AM EDT,47.0,4.62,4.45,4.7,0.12,+2.67%,15,29,23.20%,2020-01-17,put
6,SBUX200117P00050000,2018-07-03 12:39PM EDT,50.0,5.9,5.85,6.1,-0.05,-0.84%,2,8096,22.12%,2020-01-17,put
7,SBUX200117P00052500,2018-07-03 11:36AM EDT,52.5,7.2,7.25,7.6,0.0,-,3,2049,21.81%,2020-01-17,put
8,SBUX200117P00055000,2018-07-02 12:58PM EDT,55.0,9.0,8.9,9.2,0.0,-,2,1250,21.23%,2020-01-17,put
9,SBUX200117P00057500,2018-07-02 1:43PM EDT,57.5,10.8,10.65,10.95,0.0,-,11,1458,20.61%,2020-01-17,put
10,SBUX200117P00060000,2018-06-26 3:48PM EDT,60.0,11.55,11.4,11.65,0.0,-,6,856,11.82%,2020-01-17,put
11,SBUX200117P00062500,2018-06-22 10:15AM EDT,62.5,13.05,12.7,12.95,-0.37,-2.76%,10,140,0.00%,2020-01-17,put
12,SBUX200117P00065000,2018-06-26 3:48PM EDT,65.0,15.6,15.4,15.8,0.0,-,5,203,0.00%,2020-01-17,put
13,SBUX200117P00067500,2018-03-12 11:05AM EDT,67.5,11.35,11.6,15.1,0.0,-,9,173,0.00%,2020-01-17,put
14,SBUX200117P00070000,2018-06-15 3:50PM EDT,70.0,14.1,12.95,15.2,-0.25,-1.74%,1,74,0.00%,2020-01-17,put
15,SBUX200117P00075000,2018-06-05 11:42AM EDT,75.0,19.52,16.75,20.95,0.0,-,2,6,0.00%,2020-01-17,put
16,SBUX200117P00080000,2018-06-20 2:57PM EDT,80.0,28.0,26.3,30.9,0.0,-,3,134,0.00%,2020-01-17,put
17,SBUX200117P00085000,2018-03-07 3:14PM EDT,85.0,27.91,26.3,31.0,0.0,-,2,6,0.00%,2020-01-17,put
18,SBUX200117P00090000,2018-06-27 1:03PM EDT,90.0,39.7,30.2,34.95,6.37,+19.11%,25,26,0.00%,2020-01-17,put
