Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
FLWS,1-800-FLOWERS.COM INC-CL A,,0.00787169,201058.301829,17407.64518,11.55,USD
AAN,AARON'S INC,,0.082193608,2099384.6921025,45196.65645,46.45,USD
ANF,ABERCROMBIE & FITCH CO-CL A,,0.037656234,961813.4899932,47426.70069,20.28,USD
GOLF,ACUSHNET HOLDINGS CORP,,0.019195631,490293.7828151,23336.21051,21.01,USD
ADNT,ADIENT PLC,,0.15425749,3940036.42599,65831.8534,59.85,USD
ATGE,ADTALEM GLOBAL EDUCATION INC,,0.073930503,1888328.904855,41274.94874,45.75,USD
AAP,ADVANCE AUTO PARTS INC,,0.239774202,6124299.6350601,52117.26351,117.51,USD
AMZN,AMAZON.COM INC,,16.825225969,429749007.172811,287755.87209,1493.45,USD
AMC,AMC ENTERTAINMENT HLDS-CL A,,0.021042633,537469.8130025,36438.63139,14.75,USD
AMCX,AMC NETWORKS INC-A,,0.072858388,1860944.991102,36843.1002,50.51,USD
CRMT,AMERICA'S CAR-MART INC,,0.010100018,257974.123055,5238.05326,49.25,USD
AXL,AMERICAN AXLE & MFG HOLDINGS,,0.040507534,1034641.250889,71158.27035,14.54,USD
AEO,AMERICAN EAGLE OUTFITTERS,,0.089702452,2291175.1649844,118960.28894,19.26,USD
AOBC,AMERICAN OUTDOOR BRANDS CORP,,0.013858769,353979.9327392,37617.42112,9.41,USD
APEI,AMERICAN PUBLIC EDUCATION,,0.01234472,315308.1690045,11121.98127,28.35,USD
APTV,APTIV PLC,,0.646428585,16511043.7870865,188117.16745,87.77,USD
ARMK,ARAMARK,,0.276931988,7073381.7861672,173027.93019,40.88,USD
ABG,ASBURY AUTOMOTIVE GROUP,,0.033162627,847038.0317415,13041.38617,64.95,USD
ASNA,ASCENA RETAIL GROUP INC,,0.009381014,239609.3626714,106021.84189,2.26,USD
HOME,AT HOME GROUP INC,,0.011774677,300748.1753199,10556.27151,28.49,USD
ALV,AUTOLIV INC,,0.344617436,8802199.826027,61373.58685,143.42,USD
AN,AUTONATION INC,,0.088898333,2270636.4030204,46188.69819,49.16,USD
AZO,AUTOZONE INC,,0.512089189,13079754.23442,19757.93691,662.0,USD
BNED,BARNES & NOBLE EDUCATION INC,,0.0072524,185240.42859,25202.7794,7.35,USD
BKS,BARNES & NOBLE INC,,0.006739336,172135.775832,39571.44272,4.35,USD
BZH,BEAZER HOMES USA INC,,0.013955397,356448.0123028,22194.77038,16.06,USD
BBBY,BED BATH & BEYOND INC,,0.083360003,2129176.6709878,101052.52354,21.07,USD
BEL,BELMOND LTD-CLASS A,,0.027120388,692707.49235,61573.99932,11.25,USD
BBY,BEST BUY CO INC,,0.569843629,14554915.015224,193292.36408,75.3,USD
BIG,BIG LOTS INC,,0.069143154,1766050.7054856,31290.76374,56.44,USD
BH,BIGLARI HOLDINGS INC,,0.011481966,293271.768592,705.99848,415.4,USD
BJRI,BJ'S RESTAURANTS INC,,0.021472217,548442.213747,12651.49282,43.35,USD
BLMN,BLOOMIN' BRANDS INC,,0.059786367,1527060.14367,66393.91929,23.0,USD
BOJA,BOJANGLES' INC,,0.006486384,165674.887669,12646.93799,13.1,USD
BKNG,BOOKING HOLDINGS INC,,2.746277081,70145259.9381144,34582.08312,2028.37,USD
BWA,BORGWARNER INC,,0.281549849,7191330.939408,148827.21315,48.32,USD
BYD,BOYD GAMING CORP,,0.081614539,2084594.1238157,59679.19049,34.93,USD
BPI,BRIDGEPOINT EDUCATION INC,,0.004912153,125465.951065,19302.45401,6.5,USD
BFAM,BRIGHT HORIZONS FAMILY SOLUT,,0.144830697,3699257.8114919,38869.99907,95.17,USD
EAT,BRINKER INTERNATIONAL INC,,0.046943425,1199026.4112234,34724.19378,34.53,USD
BC,BRUNSWICK CORP,,0.149021229,3806292.146119,62490.4309,60.91,USD
BKE,BUCKLE INC/THE,,0.017175978,438707.912886,21193.61898,20.7,USD
BURL,BURLINGTON STORES INC,,0.231596747,5915431.5330352,48582.71627,121.76,USD
CABO,CABLE ONE INC,,0.079793222,2038074.163828,3049.91345,668.24,USD
CZR,CAESARS ENTERTAINMENT CORP,,0.048401342,1236264.4699405,100102.38623,12.35,USD
CAL,CALERES INC,,0.032930659,841113.1105048,29911.56154,28.12,USD
ELY,CALLAWAY GOLF COMPANY,,0.040584692,1036611.9977552,66921.36848,15.49,USD
CWH,CAMPING WORLD HOLDINGS INC-A,,0.03260094,832691.4413009,21182.68739,39.31,USD
CPLA,CAPELLA EDUCATION CO,,0.024118712,616038.835607,8154.05474,75.55,USD
CECO,CAREER EDUCATION CORP,,0.022984111,587058.9278574,45792.42807,12.82,USD
KMX,CARMAX INC,,0.303753925,7758466.2439284,129178.59214,60.06,USD
CCL,CARNIVAL CORP,,0.634232036,16199520.2075524,245521.67638,65.98,USD
CSV,CARRIAGE SERVICES INC,,0.011036457,281892.6047548,10228.32383,27.56,USD
TAST,CARROLS RESTAURANT GROUP INC,,0.011746847,300037.330582,23624.98666,12.7,USD
CRI,CARTER'S INC,,0.152602689,3897769.5997084,33592.77428,116.03,USD
CATO,CATO CORP-CLASS A,,0.007582522,193672.3825502,17018.66279,11.38,USD
CVCO,CAVCO INDUSTRIES INC,,0.037990884,970361.118364,5960.44913,162.8,USD
CBS,CBS CORP-CLASS B NON VOTING,,0.497265954,12701139.9897051,243737.09441,52.11,USD
CCS,CENTURY COMMUNITIES INC,,0.015527965,396614.461576,13309.21012,29.8,USD
CHTR,CHARTER COMMUNICATIONS INC-A,,1.811243693,46262687.9662255,136303.25555,339.41,USD
CAKE,CHEESECAKE FACTORY INC/THE,,0.058475375,1493574.863487,31710.71897,47.1,USD
CHGG,CHEGG INC,,0.049310573,1259487.993987,63933.40071,19.7,USD
CHS,CHICO'S FAS INC,,0.035486964,906406.1277012,91834.46076,9.87,USD
PLCE,CHILDREN'S PLACE INC/THE,,0.068170432,1741205.470412,12397.33336,140.45,USD
CMG,CHIPOTLE MEXICAN GRILL INC,,0.221295067,5652306.590718,18043.4993,313.26,USD
CHH,CHOICE HOTELS INTL INC,,0.080200793,2048484.296619,26029.02537,78.7,USD
CHDN,CHURCHILL DOWNS INC,,0.092873512,2372170.208688,9259.05624,256.2,USD
CHUY,CHUY'S HOLDINGS INC,,0.012297001,314089.342288,11547.40229,27.2,USD
CNK,CINEMARK HOLDINGS INC,,0.118755837,3033255.1535898,74180.85482,40.89,USD
COLM,COLUMBIA SPORTSWEAR CO,,0.058845446,1503027.1900476,19787.08781,75.96,USD
CMCSA,COMCAST CORP-CLASS A,,4.742350787,121128866.051873,3314966.23021,36.54,USD
CONN,CONN'S INC,,0.017813342,454987.4182415,13808.41937,32.95,USD
CTB,COOPER TIRE & RUBBER,,0.044317081,1131944.494298,36691.87988,30.85,USD
CPS,COOPER-STANDARD HOLDING,,0.058250279,1487825.4846055,12656.95861,117.55,USD
CORE,CORE-MARK HOLDING CO INC,,0.025506133,651476.2699125,32171.66765,20.25,USD
CBRL,CRACKER BARREL OLD COUNTRY,,0.082534786,2108099.036083,13483.20458,156.35,USD
CROX,CROCS INC,,0.025315321,646602.5665776,50046.63828,12.92,USD
CULP,CULP INC,,0.008484047,216699.083244,7630.24941,28.4,USD
DAN,DANA INC,,0.10587216,2704180.97992,102044.56528,26.5,USD
DRI,DARDEN RESTAURANTS INC,,0.319464186,8159736.888725,88213.37177,92.5,USD
PLAY,DAVE & BUSTER'S ENTERTAINMEN,,0.051636879,1318906.3750931,29433.30451,44.81,USD
DECK,DECKERS OUTDOOR CORP,,0.083315978,2128052.1841308,22476.25881,94.68,USD
DFRG,DEL FRISCO'S RESTAURANT GROU,,0.010097168,257901.336963,15081.94953,17.1,USD
TACO,DEL TACO RESTAURANTS INC,,0.011714981,299223.428235,24034.0103,12.45,USD
DLPH,DELPHI TECHNOLOGIES PLC,,0.11497704,2936737.3264645,62576.97265,46.93,USD
DENN,DENNY'S CORP,,0.02763501,705851.9270253,46838.21679,15.07,USD
DKS,DICK'S SPORTING GOODS INC,,0.075502443,1928479.311947,59927.88415,32.18,USD
DDS,DILLARDS INC-CL A,,0.033460659,854650.3540034,10395.94154,82.21,USD
DIN,DINEEQUITY INC,,0.03566807,911031.9209796,11856.21969,76.84,USD
DISCA,DISCOVERY COMMUNICATIONS-A,,0.102383855,2615082.8599608,108690.06068,24.06,USD
DISCK,DISCOVERY COMMUNICATIONS-C,,0.12992321,3318491.576648,146189.05624,22.7,USD
DISH,DISH NETWORK CORP-A,,0.256301621,6546442.082024,160767.2417,40.72,USD
DG,DOLLAR GENERAL CORP,,0.718647953,18355666.9770819,192589.09849,95.31,USD
DLTR,DOLLAR TREE INC,,0.680534838,17382183.841981,166991.8709,104.09,USD
DPZ,DOMINO'S PIZZA INC,,0.296724434,7578919.3695254,34013.64047,222.82,USD
DORM,DORMAN PRODUCTS INC,,0.057303016,1463630.543529,21451.4223,68.23,USD
DHI,DR HORTON INC,,0.414329693,10582786.5213896,250302.42482,42.28,USD
DSW,DSW INC-CLASS A,,0.034465757,880322.5173358,45518.22737,19.34,USD
DLTH,DULUTH HOLDINGS INC - CL B,,0.00858214,219204.5672754,12879.23427,17.02,USD
DNKN,DUNKIN' BRANDS GROUP INC,,0.144985915,3703222.3709052,63400.48572,58.41,USD
LOCO,EL POLLO LOCO HOLDINGS INC,,0.006044279,154382.646936,15753.33132,9.8,USD
ERI,ELDORADO RESORTS INC,,0.047664101,1217433.896067,35442.03482,34.35,USD
EEX,EMERALD EXPOSITIONS EVENTS I,,0.010464202,267276.0859945,12589.54715,21.23,USD
ETM,ENTERCOM COMMUNICATIONS-CL A,,0.034825566,889512.722773,90305.86018,9.85,USD
EVC,ENTRAVISION COMMUNICATIONS-A,,0.011185866,285708.795358,44993.51108,6.35,USD
ETH,ETHAN ALLEN INTERIORS INC,,0.016949657,432927.2429765,18076.29407,23.95,USD
SSP,EW SCRIPPS CO/THE-A,,0.018843634,481303.0788775,36324.76067,13.25,USD
EXPE,EXPEDIA INC,,0.358260866,9150679.5846404,88021.15799,103.96,USD
EXPR,EXPRESS INC,,0.015854566,404956.4848434,56400.62463,7.18,USD
STAY,EXTENDED STAY AMERICA INC,,0.104521977,2669694.6756438,135242.89137,19.74,USD
FRGI,FIESTA RESTAURANT GROUP,,0.011358421,290116.184428,17476.87858,16.6,USD
FINL,FINISH LINE/THE - CL A,,0.011240823,287112.4933544,27527.56408,10.43,USD
FIVE,FIVE BELOW,,0.102476068,2617438.1802264,38984.78076,67.14,USD
FLXS,FLEXSTEEL INDS,,0.007734533,197555.027868,5177.01855,38.16,USD
FND,FLOOR & DECOR HOLDINGS INC-A,,0.039844037,1017694.2444672,23045.61242,44.16,USD
FOGO,FOGO DE CHAO INC,,0.004773983,121936.824134,7791.49036,15.65,USD
FL,FOOT LOCKER INC,,0.157393893,4020146.2653272,87623.06594,45.88,USD
F,FORD MOTOR CO,,1.052108566,26872899.8164536,2611554.88984,10.29,USD
FOSL,FOSSIL GROUP INC,,0.015341575,391853.6813432,29330.36537,13.36,USD
FOXF,FOX FACTORY HOLDING CORP,,0.036254974,926022.591786,25301.16371,36.6,USD
FRAN,FRANCESCAS HOLDINGS CORP,,0.005020262,128227.2705918,25748.44791,4.98,USD
FRED,FRED'S INC-CLASS A,,0.00313371,80041.0521756,24181.58676,3.31,USD
FTD,FTD COS INC,,0.002691916,68756.7823566,11733.23931,5.86,USD
GIII,G-III APPAREL GROUP LTD,,0.044427527,1134765.4819878,31063.93326,36.53,USD
GME,GAMESTOP CORP-CLASS A,,0.044217458,1129399.929926,70720.0958,15.97,USD
GCI,GANNETT CO INC,,0.029742268,759675.4020856,75891.64856,10.01,USD
GPS,GAP INC/THE,,0.205795562,5256419.061517,165817.63601,31.7,USD
GRMN,GARMIN LTD,,0.198641346,5073686.4670812,86199.22642,58.86,USD
GM,GENERAL MOTORS CO,,1.36743731,34927009.4662438,924239.46722,37.79,USD
GCO,GENESCO INC,,0.021251007,542792.085024,13971.48224,38.85,USD
GNTX,GENTEX CORP,,0.176721652,4513814.8483273,201779.83229,22.37,USD
THRM,GENTHERM INC,,0.03183437,813111.753064,25978.01128,31.3,USD
GPC,GENUINE PARTS CO,,0.370337073,9459129.4102635,103480.24735,91.41,USD
ENT,GLOBAL EAGLE ENTERTAINMENT I,,0.001818687,46452.8053836,35191.51923,1.32,USD
GNC,GNC HOLDINGS INC-CL A,,0.007618717,194596.867088,46778.09305,4.16,USD
GT,GOODYEAR TIRE & RUBBER CO,,0.195608531,4996222.4914118,177233.85922,28.19,USD
GPRO,GOPRO INC-CLASS A,,0.014977225,382547.4917768,70580.71804,5.42,USD
GHC,GRAHAM HOLDINGS CO-CLASS B,,0.072672722,1856202.739444,3263.07944,568.85,USD
LOPE,GRAND CANYON EDUCATION INC,,0.122625264,3132087.845262,32322.88798,96.9,USD
GTN,GRAY TELEVISION INC,,0.029759673,760119.962592,56514.49536,13.45,USD
GRBK,GREEN BRICK PARTNERS INC,,0.003988731,101879.953713,10087.12413,10.1,USD
GPI,GROUP 1 AUTOMOTIVE INC,,0.037194845,950028.72634,14116.3258,67.3,USD
GRPN,GROUPON INC,,0.048893684,1248839.8423868,295933.61194,4.22,USD
GES,GUESS? INC,,0.027987198,714847.4955634,44733.88583,15.98,USD
HRB,H&R BLOCK INC,,0.144590433,3693120.9902538,146960.64426,25.13,USD
HABT,HABIT RESTAURANTS INC/THE-A,,0.005550518,141771.054424,15409.89722,9.2,USD
HBB,HAMILTON BEACH BRAND-A,,0.004056258,103604.7399363,4155.82591,24.93,USD
HBI,HANESBRANDS INC,,0.196300208,5013889.2517511,256990.73561,19.51,USD
HOG,HARLEY-DAVIDSON INC,,0.212028132,5415611.0338668,120053.44788,45.11,USD
HAS,HASBRO INC,,0.293142408,7487427.46888,79315.96895,94.4,USD
HVT,HAVERTY FURNITURE,,0.010093431,257805.86777,12514.84795,20.6,USD
HELE,HELEN OF TROY LTD,,0.06641908,1696472.542017,19040.09587,89.1,USD
HMTV,HEMISPHERE MEDIA GROUP INC,,0.005190397,132572.8506375,11784.25339,11.25,USD
HIBB,HIBBETT SPORTS INC,,0.014812758,378346.682296,14954.41432,25.3,USD
HGV,HILTON GRAND VACATIONS INC,,0.088930943,2271469.316944,52458.87568,43.3,USD
HLT,HILTON WORLDWIDE HOLDINGS IN,,0.425733805,10874069.716665,137039.3159,79.35,USD
HD,HOME DEPOT INC,,5.842603942,149231472.332202,830725.18555,179.64,USD
HMHC,HOUGHTON MIFFLIN HARCOURT CO,,0.019469732,497294.8554455,74781.18127,6.65,USD
HOV,HOVNANIAN ENTERPRISES-A,,0.007051917,180119.6986197,83004.46941,2.17,USD
H,HYATT HOTELS CORP - CL A,,0.094657186,2417728.7001744,31678.83517,76.32,USD
ICON,ICONIX BRAND GROUP INC,,0.00176471,45074.1497648,33142.75718,1.359999999,USD
ILG,ILG INC,,0.10226473,2612040.1976526,79489.96341,32.86,USD
IMAX,IMAX CORP,,0.031765817,811360.7858,40568.03929,20.0,USD
IBP,INSTALLED BUILDING PRODUCTS,,0.034693099,886129.259323,15951.92186,55.55,USD
IPG,INTERPUBLIC GROUP OF COS INC,,0.249507729,6372912.8653047,276962.74947,23.01,USD
ISCA,INTL SPEEDWAY CORP-CL A,,0.031018732,792278.785525,17645.40725,44.9,USD
IRBT,IROBOT CORP,,0.050619566,1292922.214545,19694.1693,65.65,USD
JCP,J.C. PENNEY CO INC,,0.033026866,843570.4225704,215196.53637,3.92,USD
JACK,JACK IN THE BOX INC,,0.074346225,1898947.2402128,20858.38357,91.04,USD
LRN,K12 INC,,0.013263512,338775.913742,23757.0767,14.26,USD
KBH,KB HOME,,0.059445988,1518366.2051412,54480.30876,27.87,USD
KSS,KOHLS CORP,,0.294960627,7533868.3222675,120061.64657,62.75,USD
LB,L BRANDS INC,,0.285850316,7301173.2534692,171832.74308,42.49,USD
LQ,LA QUINTA HOLDINGS INC,,0.041499897,1059988.126818,57922.84846,18.3,USD
LZB,LA-Z-BOY INC,,0.041236087,1053249.895026,34419.93121,30.6,USD
LE,LANDS' END INC,,0.006400393,163478.5036875,8718.85353,18.75,USD
LVS,LAS VEGAS SANDS CORP,,0.772953242,19742729.698315,278655.3239,70.85,USD
LCII,LCI INDUSTRIES,,0.073071117,1866378.50073,17590.7493,106.1,USD
LEA,LEAR CORP,,0.34068395,8701730.9394973,48004.25299,181.27,USD
LEG,LEGGETT & PLATT INC,,0.153967118,3932619.7616264,92925.79777,42.32,USD
LEN,LENNAR CORP-A,,0.321603542,8214380.2055928,143207.46523,57.36,USD
LGIH,LGI HOMES INC,,0.028609458,730741.22493,12820.02149,57.0,USD
LBY,LIBBEY INC,,0.00385426,98445.3030402,15052.79863,6.54,USD
LBRDA,LIBERTY BROADBAND-A,,0.063540383,1622945.0315375,18643.82575,87.05,USD
